x-coordinate,y-coordinate
-0.35159365493120526,-0.24514118139385732
-0.1609071648250763,-0.8775393585619934
0.10333223510691524,-1.005632286407317
-0.27862535406197103,0.1686085042208528
0.7744179858347029,-0.6853682791304814
0.7126456993314513,-0.1397319549014673
-0.279813953380066,0.593191683722803
0.8492594525688312,-0.8456100788202524
-0.34976142211608025,0.291481420968723
0.4891113149099038,-0.6086860527359329
-0.6646977242159171,-0.000727371133214334
-0.6573263418922627,-0.18980587170878277
0.6326053236883225,0.060333872034450876
0.07397088924930093,-1.3768628960037468
-0.1784481620940724,0.003858918280171275
0.7391385805653007,-0.4788073142808645
0.6645040533072556,-0.4929248150957226
0.23577860093406722,-0.004373264749336656
0.18350934450314757,0.5592773720432331
-0.004194967559910238,0.23315768934753042
0.6316343501667497,-0.4508273269309096
-0.5144213463957042,0.28483921047439675
0.32083238982517975,0.12990596499412005
0.5965890686275446,-0.5231501811183928
0.06994446031523571,-0.8653279199439414
9.6081306515237,6.069219946487756
3.486062744902024,6.801455780856339
9.900514467168863,14.39918724273804
12.629929287726867,12.009968740527963
12.092348533348181,9.241643698404907
11.70396132060722,10.913163572646503
6.999911211095856,2.6307465195637887
10.756921066017084,12.289361271534547
5.249636038281098,10.594126844621476
10.255756689324546,11.921523250740496
7.628025535400782,12.313547185658567
4.147966699822833,6.117969355235512
6.779428702237193,10.092073275827172
12.322328035104876,7.3858110913365795
10.499032042386226,11.907369331565189
13.245015920549296,9.151679015231974
14.664363822751096,7.425075594466095
9.161048704755705,9.743729702390352
9.341207060408115,3.479203378550137
12.718997282136403,12.251015725351477
8.27422078812538,8.893140327153155
12.297244736726512,6.6980152395230075
12.201488981321809,9.90527793354143
6.178174417758897,10.991075953587535
8.37245446252325,6.843914300141561
7.672838041924457,9.630315505290536
8.389206186790126,10.496120218542167
12.699567162276104,13.771587972267529
13.462205820130418,7.977322597032273
12.649800013995232,4.597777003490457
10.946572063872196,9.103172700635735
12.769800118461585,7.406168730613858
12.718971687373891,10.430996096001586
8.713647887109087,10.130900457537663
6.521109622320866,9.566254850906214
13.188091618823638,14.510445043781246
12.671431927273082,10.33055418857873
9.157364904543908,11.412630336093743
9.63203556416184,15.429148368420186
9.365487897072711,9.685250746223813
11.680027897035856,6.461630788809448
8.596588656214763,4.772760422628193
9.988890327970308,3.489798429749907
11.273530147305232,10.439435916444305
10.177823322135534,8.526238219932534
6.948480753628564,11.257921588599624
7.685897475578605,14.313659545234142
18.060301368978664,11.190198645178246
11.430771881655787,12.447705091739442
8.490723346814423,10.434592588044172
10.117475347136116,8.161492165398755
12.10264632314918,12.930594544041302
8.107175432521544,7.484191839796205
8.682389012091454,5.9064196292963596
6.182886573380723,12.58057266316757
12.744581370389755,7.861419565507216
10.46823291006809,13.475668627416297
8.505369625118412,15.012073208622414
11.295295840414237,11.280136142024176
12.960237958112785,12.93304180852084
6.8059953959711885,11.616543820112529
12.529247705765691,12.702168716891707
7.594968008414055,11.46139243736053
8.924801238013368,13.608930259030064
11.376097591590291,6.641107552349359
11.00539119416687,7.93929933860008
13.620450446051667,15.75256317817278
